BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;CEILING_1;CEILING_2;CEILING_1;CEILING_2;CEILING_1;BG;BG;CEILING_2;CEILING_1;BG;BG;BG;BG;CEILING_2;CEILING_1;CEILING_2;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;WALL_L;NONE;NONE;NONE;NONE;NONE;WALL_R;WALL_L;NONE;NONE;SLANT_T_R;CEILING_1;CEILING_2;SLANT_T_L;NONE;NONE;NONE;WALL_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;WALL_L;NONE;NONE;NONE;NONE;SLANT_B_R;BG;SLANT_T_L;NONE;NONE;NONE;NONE;NONE;NONE;NONE;FISH;NONE;WALL_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;WALL_L;ENTRY;SLANT_B_R;SLANT_B_L;NONE;SLANT_T_R;SLANT_T_L;NONE;NONE;NONE;NONE;NONE;NONE;SLANT_B_R;FLOOR_2;FLOOR_1;FLOOR_2;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;FLOOR_1;BG;SLANT_T_L;NONE;NONE;NONE;NONE;NONE;NONE;FISH;NONE;NONE;SLANT_T_R;CEILING_2;CEILING_1;CEILING_2;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;CEILING_1;SLANT_T_L;NONE;JELLYFISH;NONE;NONE;SLANT_B_R;SLANT_B_L;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;WALL_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;WALL_L;NONE;NONE;NONE;NONE;NONE;NONE;SLANT_T_R;SLANT_T_L;NONE;NONE;NONE;NONE;NONE;SMOKER;NONE;TREASURE_300;WALL_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;WALL_L;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;SLANT_B_R;FLOOR_2;FLOOR_1;FLOOR_2;FLOOR_2;FLOOR_1;FLOOR_2;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;WALL_L;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;SLANT_T_R;CEILING_2;CEILING_1;CEILING_2;CEILING_2;CEILING_1;CEILING_2;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;FLOOR_2;FLOOR_1;FLOOR_2;FLOOR_2;FLOOR_1;SLANT_B_L;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;TREASURE_400;WALL_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;WALL_L;NONE;NONE;SLANT_B_R;SLANT_B_L;NONE;NONE;NONE;NONE;SLANT_B_R;FLOOR_1;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;CEILING_2;CEILING_1;CEILING_2;BG;BG;BG;SLANT_B_L;NONE;SLANT_T_R;SLANT_T_L;NONE;JELLYFISH;NONE;SLANT_B_R;BG;CEILING_2;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;WALL_L;NONE;NONE;NONE;SLANT_T_R;CEILING_2;CEILING_1;SLANT_T_L;NONE;NONE;NONE;NONE;NONE;NONE;SLANT_T_R;SLANT_T_L;NONE;WALL_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;WALL_L;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;WALL_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;WALL_L;TREASURE_300;NONE;NONE;NONE;NONE;NONE;NONE;NONE;SMOKER;NONE;NONE;NONE;NONE;NONE;FISH;NONE;WALL_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;FLOOR_2;FLOOR_1;SLANT_B_L;NONE;JELLYFISH;NONE;SLANT_B_R;FLOOR_2;FLOOR_2;SLANT_B_L;NONE;NONE;SLANT_B_R;SLANT_B_L;NONE;NONE;WALL_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;CEILING_2;CEILING_1;SLANT_T_L;NONE;NONE;NONE;WALL_R;BG;BG;WALL_L;NONE;NONE;WALL_R;WALL_L;NONE;SLANT_B_R;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;WALL_L;NONE;NONE;NONE;NONE;NONE;NONE;SLANT_T_R;CEILING_2;CEILING_1;SLANT_T_L;NONE;NONE;WALL_R;WALL_L;NONE;SLANT_T_R;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;WALL_L;NONE;SLANT_B_R;FLOOR_2;FLOOR_1;SLANT_B_L;NONE;NONE;NONE;NONE;NONE;NONE;NONE;SLANT_T_R;SLANT_T_L;NONE;NONE;WALL_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;WALL_L;NONE;SLANT_T_R;CEILING_2;CEILING_1;SLANT_T_L;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;WALL_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;WALL_L;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;WALL_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;WALL_L;NONE;NONE;FISH;NONE;NONE;NONE;NONE;SLANT_B_R;FLOOR_2;FLOOR_2;SLANT_B_L;NONE;NONE;NONE;NONE;NONE;WALL_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;WALL_L;NONE;NONE;NONE;NONE;SMOKER;NONE;NONE;WALL_R;BG;BG;BG;FLOOR_1;FLOOR_2;FLOOR_2;SLANT_B_L;NONE;WALL_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;WALL_L;NONE;NONE;NONE;SLANT_B_R;FLOOR_1;FLOOR_2;FLOOR_2;BG;BG;BG;BG;CEILING_2;CEILING_1;CEILING_2;SLANT_T_L;NONE;WALL_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;WALL_L;NONE;NONE;NONE;SLANT_T_R;CEILING_2;CEILING_1;CEILING_2;BG;BG;BG;WALL_L;NONE;NONE;NONE;NONE;NONE;WALL_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;WALL_L;NONE;FISH;NONE;NONE;NONE;NONE;NONE;WALL_R;BG;BG;WALL_L;NONE;NONE;TREASURE_400;NONE;NONE;WALL_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;WALL_L;NONE;NONE;NONE;NONE;NONE;NONE;NONE;SLANT_T_R;CEILING_2;CEILING_1;SLANT_T_L;NONE;NONE;SLANT_B_R;SLANT_B_L;NONE;WALL_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;WALL_L;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;SLANT_T_R;SLANT_T_L;NONE;WALL_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;FLOOR_1;FLOOR_2;FLOOR_2;SLANT_B_L;NONE;NONE;SLANT_B_R;SLANT_B_L;NONE;NONE;JELLYFISH;NONE;NONE;NONE;NONE;NONE;WALL_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
